,Age,Gender,Occupation,Income,Fitness Club Member,Frequency of Visits,Duration of Visits,Class Type,Class Day,Class Time,Class Duration,Attitude towards Fitness,Motivation Levels,Past Attendance History,Weather,Location,Time of Day,label
630,60,Male,Teacher,60130.957388842835,False,2,0.12467671182777629,Pool,Saturday,6 PM,1.4298827561837792,Negative,Low,Rarely Attends,Overcast,Beach,7 AM,0
631,54,Male,Student,69284.95338413067,True,5,1.9005636857801858,Spinning,Saturday,6 AM,0.8581421291292811,Negative,High,Rarely Attends,Sunny,Beach,8 AM,1
632,18,Male,Engineer,63079.88060498545,False,4,1.8345238851036387,Cardio,Wednesday,3 PM,0.7739764433975161,Negative,Medium,Never Attends,Overcast,Resort,7 PM,0
633,43,Male,Teacher,90984.3585298584,True,3,0.9980348988691494,Spinning,Monday,2 PM,0.8085112994504995,Neutral,Medium,Regularly Attends,Overcast,Suburban,11 AM,1
634,48,Female,Engineer,20608.722283777075,False,3,1.0042487979680583,Yoga,Friday,1 PM,0.9689841708821809,Neutral,High,Rarely Attends,Sunny,Downtown,6 PM,1
635,61,Male,Doctor,54874.05335060238,False,4,0.15240155157064295,Pool,Thursday,7 AM,0.9828904178527618,Negative,High,Never Attends,Sunny,Other,2 PM,0
636,24,Male,Other,78510.59364960305,False,1,0.8674876145993047,Spinning,Wednesday,2 PM,0.6219648425365787,Mixed,High,Sometimes Attends,Rainy,Rural,3 PM,0
637,52,Female,Teacher,84732.79071352363,False,3,1.1186823665492571,Cardio,Wednesday,7 PM,0.8318732238297243,Positive,Medium,Regularly Attends,Overcast,Resort,10 AM,0
638,44,Female,Teacher,27552.764861326385,True,3,0.7976778926693355,Cardio,Wednesday,12 PM,0.974039956165488,Negative,Medium,Sometimes Attends,Cloudy,Resort,9 AM,1
639,60,Male,Student,75142.3701636736,True,1,1.4090002400202526,Yoga,Saturday,7 AM,0.7606486278126291,Neutral,Medium,Regularly Attends,Sunny,Beach,6 PM,1
640,68,Female,Student,74788.07759973189,True,2,0.7733360804929588,Group Fitness,Wednesday,4 PM,1.453385482666171,Neutral,Low,Never Attends,Rainy,Other,4 PM,1
641,51,Female,Doctor,48835.203061532564,False,1,1.8144411927632784,Yoga,Monday,4 PM,1.4717174848730312,Mixed,High,Rarely Attends,Cloudy,Other,8 PM,0
642,29,Male,Student,79085.6252404392,True,4,1.7708435601341808,Pool,Tuesday,10 AM,1.0992083906987602,Mixed,High,Never Attends,Sunny,Rural,6 PM,1
643,46,Male,Student,54918.38678414297,False,3,0.9820960134694261,Group Fitness,Monday,6 PM,0.7290543339937716,Mixed,Low,Never Attends,Snowy,Beach,5 PM,0
644,35,Male,Other,43629.72456591461,False,2,1.4446412386316811,Spinning,Wednesday,8 AM,0.8776751638002854,Positive,Medium,Regularly Attends,Cloudy,Beach,10 AM,0
645,64,Female,Other,26189.122006906666,True,2,1.5550622999392405,Strength Training,Sunday,2 PM,0.5530656995100359,Neutral,High,Never Attends,Snowy,Rural,1 PM,1
646,31,Male,Doctor,39026.95606715152,True,4,0.8969629452660115,Cardio,Tuesday,8 AM,1.2607892565000276,Positive,Low,Never Attends,Sunny,Resort,4 PM,1
647,20,Male,Other,67685.90864602863,True,3,0.8374865449936046,Cardio,Monday,6 PM,1.1271780430960625,Negative,High,Sometimes Attends,Snowy,Rural,7 PM,1
648,24,Male,Other,78425.54305212354,True,5,0.37732423929822767,Group Fitness,Sunday,2 PM,0.9414766535524535,Neutral,Medium,Rarely Attends,Rainy,Other,5 PM,1
649,22,Male,Doctor,35348.44172993687,True,4,1.5092487523142748,Strength Training,Wednesday,1 PM,1.0124426405441502,Neutral,Medium,Rarely Attends,Sunny,Suburban,6 AM,1
650,32,Male,Doctor,96651.11599147275,False,5,1.4247130148486484,Yoga,Saturday,7 PM,1.0454176182317034,Neutral,Low,Sometimes Attends,Rainy,Beach,10 AM,0
651,53,Female,Other,47380.519022103836,False,3,0.581997756868246,Yoga,Wednesday,3 PM,0.9089989860521401,Negative,High,Sometimes Attends,Overcast,Suburban,8 PM,0
652,36,Male,Student,89069.05317121923,False,2,0.08876272013997633,Pool,Friday,3 PM,0.8226465972573636,Mixed,Medium,Regularly Attends,Sunny,Suburban,11 AM,0
653,52,Male,Teacher,79208.36021198856,False,2,0.48786963270780204,Spinning,Wednesday,3 PM,1.2936903898152186,Positive,Medium,Never Attends,Cloudy,Downtown,4 PM,0
654,23,Female,Doctor,32534.239599390312,False,4,0.4548981943376347,Pool,Thursday,11 AM,0.895531140883053,Mixed,High,Regularly Attends,Sunny,Downtown,4 PM,1
655,49,Female,Doctor,75091.43616136204,False,3,0.19065347085796835,Spinning,Thursday,3 PM,1.2169012281380258,Positive,Medium,Rarely Attends,Sunny,Downtown,2 PM,1
656,28,Female,Engineer,43891.1670773137,False,3,0.029993918743845605,Spinning,Saturday,11 AM,1.0528017788720918,Neutral,High,Regularly Attends,Snowy,Beach,8 AM,0
657,30,Female,Teacher,86280.07914976528,False,5,1.6412726394597108,Pool,Wednesday,9 AM,1.3226435641130188,Negative,High,Regularly Attends,Sunny,Resort,8 AM,1
658,18,Male,Student,92733.27477927643,False,1,1.1958853835749916,Pool,Monday,9 AM,0.506225208080254,Mixed,High,Regularly Attends,Cloudy,Other,8 AM,0
659,35,Female,Teacher,95031.46738723335,True,1,0.5838438804166595,Cardio,Wednesday,8 AM,1.0632143684954014,Positive,Medium,Rarely Attends,Overcast,Beach,1 PM,1
660,64,Male,Student,73453.1269266379,False,4,0.16032681632926793,Yoga,Thursday,7 PM,1.4980127585576364,Neutral,Low,Never Attends,Cloudy,Resort,2 PM,0
661,65,Female,Teacher,24813.85860007431,False,1,1.3558816683070054,Spinning,Saturday,2 PM,1.1050692999634508,Positive,High,Never Attends,Rainy,Suburban,4 PM,0
662,47,Female,Teacher,77477.12837617306,False,4,1.5323536056437161,Cardio,Wednesday,3 PM,0.7883791461509388,Positive,Medium,Regularly Attends,Cloudy,Beach,5 PM,0
663,37,Female,Student,77766.54907422895,False,3,1.7292644658015104,Pool,Tuesday,5 PM,0.836450716475766,Negative,Low,Regularly Attends,Snowy,Suburban,6 PM,0
664,37,Male,Student,27533.593309986914,False,4,1.592877097006149,Group Fitness,Friday,4 PM,1.4746741759576372,Negative,High,Sometimes Attends,Overcast,Resort,8 AM,0
665,39,Male,Engineer,95142.5278393503,False,5,1.213516798406462,Group Fitness,Thursday,12 PM,0.9194375764995412,Positive,Medium,Regularly Attends,Rainy,Rural,8 PM,0
666,49,Female,Engineer,35443.99237948235,False,2,1.382529137136108,Spinning,Monday,10 AM,0.6299814721147159,Positive,Low,Never Attends,Overcast,Rural,6 PM,0
667,51,Female,Student,57784.285616067355,False,2,0.4430806699892522,Cardio,Thursday,8 PM,1.1569679597228903,Mixed,Low,Never Attends,Overcast,Beach,7 AM,0
668,49,Female,Teacher,61527.65911824427,True,4,1.2943210885209462,Pool,Tuesday,7 AM,0.9424305314161023,Mixed,Low,Never Attends,Overcast,Resort,7 PM,1
669,22,Male,Student,77720.82381402995,False,3,0.21623934749189333,Strength Training,Thursday,6 PM,0.8395503907585695,Negative,High,Rarely Attends,Cloudy,Downtown,2 PM,1
670,28,Male,Teacher,78945.18276035873,True,4,1.1483557840020402,Spinning,Friday,5 PM,0.7313426401254516,Positive,Medium,Never Attends,Overcast,Beach,8 PM,1
671,52,Female,Doctor,35822.71914572887,False,2,1.3021296189608582,Yoga,Thursday,10 AM,1.1494845786308212,Negative,Medium,Rarely Attends,Overcast,Resort,4 PM,0
672,49,Male,Other,55923.1974734671,True,3,1.932427682763605,Cardio,Friday,11 AM,1.3541142793425904,Positive,High,Rarely Attends,Snowy,Downtown,1 PM,1
673,37,Female,Other,58637.4796659521,False,2,0.5478897791508313,Spinning,Saturday,3 PM,1.3465345985318908,Neutral,High,Never Attends,Overcast,Resort,4 PM,0
674,39,Male,Doctor,82160.46102364734,True,1,1.3744550461130818,Yoga,Thursday,5 PM,0.7270325367389675,Mixed,Low,Regularly Attends,Sunny,Beach,7 AM,1
675,46,Female,Doctor,79527.84135778785,True,1,0.6295440343780232,Yoga,Saturday,5 PM,0.5391870526472228,Positive,High,Never Attends,Rainy,Other,7 AM,1
676,38,Male,Other,59448.26515225294,True,1,1.3868399204867137,Cardio,Tuesday,1 PM,0.841597723161076,Neutral,Low,Regularly Attends,Sunny,Downtown,8 PM,1
677,47,Female,Doctor,54782.9928633366,True,3,0.7554255557408258,Strength Training,Thursday,9 AM,1.0701531173760213,Negative,High,Sometimes Attends,Sunny,Rural,7 PM,1
678,61,Male,Other,24568.291259724243,True,3,1.6076322353439223,Yoga,Wednesday,12 PM,1.401564857979388,Positive,High,Never Attends,Overcast,Resort,2 PM,1
679,26,Male,Engineer,39136.382355629205,True,4,0.39272171433885905,Group Fitness,Tuesday,5 PM,0.9956690877465737,Neutral,Low,Regularly Attends,Sunny,Resort,8 AM,1
680,51,Male,Engineer,96453.87738932867,True,2,1.9027691437082992,Yoga,Saturday,10 AM,0.6225059329757161,Positive,Medium,Never Attends,Cloudy,Other,9 AM,1
681,24,Female,Other,23426.899859162117,False,1,0.2702446959210756,Strength Training,Tuesday,1 PM,1.2182844801600137,Positive,Medium,Never Attends,Overcast,Suburban,1 PM,0
682,53,Female,Student,57711.310067032224,False,3,0.5052204124780595,Cardio,Saturday,12 PM,0.9470576568886048,Negative,Medium,Sometimes Attends,Overcast,Downtown,9 AM,0
683,47,Female,Teacher,40665.27829839485,False,3,0.24265536853166014,Yoga,Thursday,2 PM,1.0086991988536824,Negative,High,Rarely Attends,Snowy,Downtown,3 PM,0
684,50,Female,Engineer,37694.36888898234,True,1,0.5197665513059913,Pool,Tuesday,1 PM,0.8524884915066251,Positive,High,Regularly Attends,Overcast,Downtown,7 PM,1
685,19,Female,Doctor,67448.98319892782,False,1,1.465263677731068,Group Fitness,Saturday,9 AM,1.4396217490916383,Negative,Medium,Rarely Attends,Rainy,Resort,1 PM,0
686,29,Female,Student,38781.30052512609,True,4,1.7808538870060977,Group Fitness,Friday,6 PM,1.455266326032778,Negative,High,Never Attends,Rainy,Resort,9 AM,1
687,66,Female,Doctor,97632.19839360162,False,5,0.1396415965878124,Yoga,Saturday,7 PM,1.0237562776529576,Negative,High,Rarely Attends,Cloudy,Downtown,11 AM,0
688,56,Male,Student,24574.87798216272,False,2,0.7664503767472417,Spinning,Wednesday,6 AM,1.3029750203977377,Positive,High,Regularly Attends,Rainy,Other,7 PM,0
689,34,Female,Doctor,80014.16574201672,True,1,0.022817382503438566,Spinning,Monday,8 PM,1.1813478053351032,Neutral,Low,Rarely Attends,Overcast,Beach,6 PM,1
690,45,Male,Teacher,81471.64718803123,True,1,0.77690716432231,Spinning,Sunday,8 PM,0.6368690319682857,Neutral,Low,Rarely Attends,Cloudy,Downtown,8 PM,1
691,60,Male,Doctor,70102.60608539548,True,3,1.1741597144983575,Group Fitness,Sunday,3 PM,1.152339176162104,Mixed,Medium,Never Attends,Overcast,Resort,11 AM,1
692,67,Female,Teacher,50251.557738401374,False,1,0.8058250707848404,Spinning,Wednesday,7 AM,0.8119279077340313,Mixed,Medium,Sometimes Attends,Sunny,Suburban,6 AM,1
693,69,Male,Other,24691.723688767775,True,2,0.10392882889155564,Spinning,Saturday,5 PM,0.5353572371549449,Neutral,High,Never Attends,Cloudy,Other,8 PM,1
694,26,Male,Doctor,60667.231058100246,True,2,0.9555690939756782,Yoga,Saturday,8 AM,0.5678745636729584,Negative,Medium,Rarely Attends,Cloudy,Beach,2 PM,1
695,58,Female,Teacher,75321.12433365235,True,2,1.8734945326106553,Spinning,Friday,7 PM,0.7034188871626881,Neutral,High,Never Attends,Snowy,Resort,7 PM,1
696,29,Female,Student,83697.03646000769,False,4,0.6220969434933787,Strength Training,Wednesday,11 AM,1.4562756562073247,Mixed,Low,Regularly Attends,Overcast,Downtown,8 PM,1
697,50,Female,Other,85756.49453717016,True,3,1.3272376026331292,Cardio,Friday,11 AM,0.7393148875055519,Neutral,Low,Sometimes Attends,Cloudy,Suburban,7 PM,1
698,18,Male,Other,94406.11086991128,True,5,1.6966599524936892,Yoga,Monday,8 AM,0.7520241223653994,Positive,Medium,Regularly Attends,Sunny,Beach,8 PM,1
699,68,Female,Student,90037.09904788424,True,5,0.7961700177394324,Spinning,Friday,6 AM,1.0210267151866637,Neutral,Medium,Never Attends,Rainy,Beach,7 AM,1
700,67,Male,Student,25314.37089689888,False,1,0.6844466957472783,Group Fitness,Tuesday,11 AM,1.0325987325786867,Negative,Low,Regularly Attends,Snowy,Beach,11 AM,0
701,53,Male,Doctor,23574.421173946528,False,1,0.3876865856425835,Strength Training,Friday,8 PM,1.3624248751825214,Neutral,Medium,Rarely Attends,Snowy,Resort,5 PM,0
702,50,Female,Student,90670.85918624153,True,2,0.6234985809110953,Strength Training,Monday,8 AM,0.7855932028217865,Negative,Medium,Never Attends,Snowy,Other,8 AM,1
703,21,Male,Engineer,73666.10732051992,False,1,1.9933069879610181,Group Fitness,Thursday,1 PM,1.2152376994188718,Negative,Medium,Rarely Attends,Rainy,Suburban,10 AM,0
704,60,Female,Other,88707.95141910507,False,4,0.08785556120444982,Spinning,Wednesday,12 PM,0.6672319739742939,Neutral,Low,Rarely Attends,Snowy,Other,10 AM,0
705,53,Male,Student,78288.56913714865,False,2,0.20226705150526514,Pool,Saturday,8 AM,0.6158373710535399,Negative,Medium,Regularly Attends,Snowy,Resort,9 AM,0
706,18,Male,Other,77518.88065358851,False,1,1.488065916216666,Yoga,Monday,8 AM,1.1299021685832915,Positive,Low,Regularly Attends,Overcast,Rural,1 PM,0
707,57,Female,Other,36388.25213709106,True,4,0.6032811610564195,Cardio,Monday,7 AM,0.9814693697702064,Negative,Low,Sometimes Attends,Overcast,Downtown,7 PM,1
708,67,Male,Teacher,91433.21444362454,True,1,1.035391191882971,Cardio,Sunday,6 PM,0.5455758772862865,Positive,Low,Never Attends,Rainy,Other,6 PM,1
709,44,Male,Student,70889.1191557466,False,2,0.003938389367481809,Strength Training,Tuesday,5 PM,1.1152399933230421,Negative,Medium,Sometimes Attends,Rainy,Rural,12 PM,0
710,36,Female,Engineer,99083.12854596604,False,1,1.8163351317371472,Yoga,Sunday,1 PM,0.8042502409180159,Negative,Medium,Never Attends,Snowy,Other,9 AM,0
711,24,Female,Student,57136.29322607561,True,4,0.31415214190316676,Pool,Sunday,8 AM,1.2258703909733473,Positive,Low,Regularly Attends,Sunny,Beach,3 PM,1
712,34,Female,Student,68253.18017437981,False,3,1.2677081100348355,Spinning,Wednesday,12 PM,1.2629120412359973,Mixed,Low,Never Attends,Rainy,Beach,11 AM,0
713,43,Female,Doctor,22933.82765432896,False,3,1.406533194668045,Group Fitness,Wednesday,8 AM,0.676173946026985,Neutral,Medium,Rarely Attends,Snowy,Downtown,1 PM,0
714,61,Male,Doctor,28799.68803981007,True,5,1.2726089791359636,Yoga,Sunday,11 AM,0.964990556906211,Mixed,High,Rarely Attends,Cloudy,Resort,7 PM,1
715,24,Female,Teacher,42562.238381575706,False,2,0.233275949110876,Group Fitness,Friday,11 AM,1.115887813603595,Mixed,Medium,Sometimes Attends,Snowy,Beach,2 PM,0
716,53,Female,Doctor,79766.9649280302,True,5,0.23841935581250073,Cardio,Tuesday,12 PM,1.321367543309942,Negative,High,Regularly Attends,Cloudy,Suburban,1 PM,1
717,22,Male,Doctor,78232.92998625778,False,1,0.6482621019738912,Group Fitness,Monday,10 AM,1.4997019282376052,Negative,Medium,Sometimes Attends,Sunny,Other,8 AM,0
718,45,Male,Student,96921.1014796053,False,1,1.8000503271328103,Group Fitness,Saturday,7 PM,1.2295426825514717,Mixed,High,Sometimes Attends,Cloudy,Other,1 PM,0
719,32,Male,Engineer,72423.736953688,True,5,1.6274254962113361,Cardio,Wednesday,7 PM,0.8802122776083608,Mixed,Low,Sometimes Attends,Rainy,Downtown,10 AM,1
720,62,Female,Teacher,22427.484360178474,True,1,1.7632375462998546,Strength Training,Saturday,4 PM,1.3951581645303126,Negative,Medium,Sometimes Attends,Rainy,Downtown,7 PM,1
721,62,Female,Doctor,55636.38064830367,False,4,0.402735482371942,Pool,Tuesday,7 AM,0.584900176215882,Negative,High,Sometimes Attends,Rainy,Suburban,3 PM,0
722,56,Male,Doctor,74438.16684563903,True,5,1.6166232838729022,Yoga,Wednesday,11 AM,0.6111679968388789,Positive,Low,Never Attends,Overcast,Other,6 PM,1
723,40,Female,Teacher,72823.20554188045,True,1,0.6304336451033545,Pool,Sunday,2 PM,0.9993080300536934,Mixed,High,Sometimes Attends,Sunny,Rural,6 PM,1
724,68,Male,Doctor,99638.1537042747,False,1,1.702290543793649,Yoga,Sunday,11 AM,1.3901587495224956,Positive,Medium,Rarely Attends,Cloudy,Other,7 PM,0
725,56,Male,Other,76336.81452923582,True,3,1.990463977919202,Pool,Saturday,7 AM,1.4271145342897977,Negative,Medium,Never Attends,Overcast,Downtown,12 PM,1
726,42,Female,Other,47006.42465907006,True,4,0.8018288906331899,Group Fitness,Tuesday,3 PM,1.027090385175587,Positive,High,Rarely Attends,Overcast,Downtown,7 AM,1
727,53,Male,Other,26247.625661393136,False,1,0.6061218509550161,Spinning,Monday,8 AM,1.3581380084871713,Neutral,Low,Regularly Attends,Sunny,Resort,3 PM,0
728,69,Male,Engineer,45402.84927624006,False,3,1.690466470016571,Pool,Thursday,4 PM,0.8129270973455699,Neutral,Medium,Never Attends,Sunny,Other,3 PM,0
729,22,Male,Other,90165.16303462918,False,3,1.575042752600919,Pool,Saturday,4 PM,1.4412479477233822,Neutral,High,Never Attends,Snowy,Other,6 PM,0
730,39,Male,Teacher,78145.02230332082,False,3,0.8476878535475918,Pool,Friday,5 PM,0.7125196629713656,Positive,High,Rarely Attends,Snowy,Suburban,6 PM,0
731,46,Female,Other,20572.12703572004,False,2,1.3191657014608404,Group Fitness,Tuesday,4 PM,1.1416618975033768,Neutral,Medium,Never Attends,Snowy,Beach,7 AM,0
732,50,Female,Doctor,84157.94264910874,True,1,1.2501138771596185,Group Fitness,Tuesday,3 PM,1.4588516365890545,Mixed,High,Rarely Attends,Overcast,Beach,9 AM,1
733,48,Male,Engineer,74654.78144531374,True,5,0.8523807534538435,Spinning,Sunday,4 PM,0.6060820953772109,Negative,Medium,Sometimes Attends,Cloudy,Suburban,8 AM,1
734,53,Male,Teacher,76160.78990698059,True,1,0.16837742078669193,Yoga,Wednesday,12 PM,0.5533872421075652,Positive,Medium,Never Attends,Rainy,Beach,8 PM,1
735,44,Male,Other,51362.67575636354,False,3,1.1018326821526268,Cardio,Tuesday,7 AM,0.800126440155967,Negative,High,Never Attends,Rainy,Beach,8 PM,0
736,36,Female,Other,71700.84642560064,False,3,0.20175149018085303,Yoga,Saturday,11 AM,1.441035158645568,Mixed,Medium,Rarely Attends,Cloudy,Beach,8 PM,0
737,61,Female,Student,56435.55434433891,True,5,1.4277944775632887,Cardio,Saturday,6 AM,0.8636936344308008,Positive,High,Never Attends,Rainy,Resort,5 PM,1
738,65,Male,Other,65404.78391245411,False,5,1.8252632651114395,Group Fitness,Sunday,4 PM,1.28038940673976,Negative,Low,Never Attends,Rainy,Suburban,6 PM,0
739,20,Female,Student,95230.33085570566,True,1,0.6664513169153081,Group Fitness,Wednesday,3 PM,1.4298442187839016,Positive,Medium,Rarely Attends,Rainy,Beach,5 PM,1
740,20,Male,Student,71805.67917027761,False,4,1.6251150883118286,Spinning,Friday,4 PM,1.2711954846307933,Mixed,Low,Rarely Attends,Cloudy,Beach,6 AM,0
741,69,Female,Other,25624.367625079954,False,4,0.8919719140126434,Group Fitness,Tuesday,5 PM,1.3368614227095021,Negative,Low,Sometimes Attends,Sunny,Beach,8 AM,1
742,58,Male,Student,34118.3319830013,False,1,0.10323336976239927,Pool,Monday,6 PM,0.9463052112835137,Positive,High,Regularly Attends,Snowy,Beach,6 PM,0
743,20,Female,Doctor,78555.64463789639,False,1,0.8567710699662889,Group Fitness,Friday,6 AM,0.6038334494614579,Negative,Low,Rarely Attends,Sunny,Suburban,6 PM,1
744,35,Female,Student,86807.25181492373,True,3,1.3223299875242354,Strength Training,Tuesday,6 AM,1.4824146844390107,Mixed,High,Sometimes Attends,Cloudy,Rural,1 PM,1
745,58,Female,Doctor,91740.12592386425,False,1,1.933807253324167,Strength Training,Thursday,10 AM,1.379457578359228,Mixed,Low,Regularly Attends,Rainy,Downtown,11 AM,0
746,36,Female,Engineer,82975.46118093091,True,4,0.399062958169877,Strength Training,Monday,7 PM,1.49814974176501,Negative,High,Regularly Attends,Sunny,Downtown,10 AM,1
747,69,Female,Engineer,61533.533122243585,False,2,0.6662279802894238,Spinning,Wednesday,2 PM,0.923147647528524,Positive,Medium,Regularly Attends,Snowy,Beach,11 AM,0
748,36,Male,Teacher,24347.86622492923,True,1,1.6589297606006266,Group Fitness,Saturday,4 PM,1.3386521121838033,Positive,Medium,Never Attends,Sunny,Resort,10 AM,1
749,49,Male,Doctor,97847.77673445265,False,3,0.1514564619263319,Group Fitness,Wednesday,8 PM,1.1296111835238491,Mixed,High,Never Attends,Rainy,Suburban,6 AM,0
750,22,Female,Student,43057.20638102267,True,4,0.3115944744630663,Cardio,Sunday,4 PM,0.8294004696736016,Positive,Low,Rarely Attends,Snowy,Downtown,12 PM,1
751,45,Female,Teacher,92137.42580314954,True,1,1.4043181834498772,Strength Training,Saturday,7 PM,0.5545806289184357,Mixed,Medium,Rarely Attends,Rainy,Suburban,3 PM,1
752,55,Male,Student,40260.54828895359,False,1,1.4327205974345247,Pool,Monday,6 PM,0.8710315632323841,Negative,Medium,Never Attends,Rainy,Beach,2 PM,0
753,38,Male,Engineer,68651.36778951056,False,2,0.6132747576953512,Spinning,Wednesday,8 PM,1.1638897390225424,Mixed,High,Never Attends,Sunny,Resort,2 PM,0
754,26,Male,Teacher,40337.593978723526,False,5,0.7207814651030391,Group Fitness,Sunday,8 PM,0.6306726350976597,Mixed,High,Sometimes Attends,Cloudy,Downtown,7 PM,1
755,19,Male,Teacher,31456.65684806267,False,5,1.2101251057495193,Pool,Monday,2 PM,1.0443315242183029,Positive,Medium,Rarely Attends,Snowy,Suburban,3 PM,0
756,39,Female,Engineer,27054.258617267275,False,3,0.5584209537788605,Spinning,Saturday,8 PM,1.0072211146128165,Negative,High,Never Attends,Sunny,Rural,11 AM,1
757,59,Female,Other,67094.31518983381,True,5,0.8613971512964389,Strength Training,Wednesday,7 AM,0.6555542658967108,Neutral,High,Sometimes Attends,Snowy,Beach,7 PM,1
758,61,Female,Teacher,59014.750232634586,True,5,1.7319736001670019,Yoga,Thursday,8 AM,1.141495224843605,Neutral,High,Sometimes Attends,Overcast,Resort,1 PM,1
759,34,Female,Teacher,22945.05501021579,True,4,0.4425224093943887,Cardio,Sunday,7 AM,1.190493910024407,Positive,High,Rarely Attends,Rainy,Beach,11 AM,1
760,30,Male,Doctor,57204.81375359657,True,5,0.6807593224301702,Yoga,Monday,12 PM,0.6101679939339203,Negative,Medium,Never Attends,Sunny,Resort,10 AM,1
761,39,Male,Other,90416.49226679541,True,5,1.5576443423185877,Yoga,Wednesday,8 PM,0.858976578076874,Mixed,High,Never Attends,Rainy,Downtown,6 PM,1
762,48,Female,Other,61534.04550848847,True,2,0.11999922872184987,Pool,Thursday,1 PM,0.7066282073038889,Negative,Medium,Never Attends,Rainy,Rural,6 PM,1
763,59,Female,Engineer,57644.21245990304,True,4,1.6967255349217227,Spinning,Tuesday,11 AM,0.8394070435870112,Negative,Low,Rarely Attends,Sunny,Downtown,7 AM,1
764,51,Male,Teacher,80423.5613985963,True,4,1.7160722678776466,Spinning,Sunday,8 PM,1.1285729585217243,Positive,Medium,Rarely Attends,Snowy,Downtown,2 PM,1
765,23,Female,Other,65250.14676705906,False,1,1.2370334200010222,Spinning,Sunday,2 PM,1.1383622160150142,Positive,High,Sometimes Attends,Snowy,Beach,8 AM,0
766,53,Female,Student,55940.126554113944,False,1,0.9505896322410332,Pool,Sunday,7 PM,1.0281966716125193,Negative,High,Regularly Attends,Cloudy,Other,1 PM,0
767,31,Female,Engineer,74087.47950802316,False,2,0.15332613280632956,Spinning,Wednesday,3 PM,0.6287555632059083,Neutral,High,Rarely Attends,Overcast,Downtown,8 PM,0
768,20,Male,Teacher,64908.06253007907,True,2,1.0199439550304183,Strength Training,Tuesday,5 PM,0.8499950952253437,Negative,High,Regularly Attends,Rainy,Downtown,12 PM,1
769,40,Female,Other,90731.33559244305,True,5,1.5821821563525584,Cardio,Thursday,5 PM,1.0880441855666936,Neutral,Medium,Regularly Attends,Sunny,Suburban,9 AM,1
770,47,Female,Teacher,50881.24370553471,False,4,1.0547978946097811,Cardio,Wednesday,1 PM,1.3702319735441302,Positive,Low,Regularly Attends,Rainy,Suburban,3 PM,0
771,30,Female,Engineer,83599.99655983709,True,2,0.2021050475335635,Cardio,Wednesday,7 AM,0.8394071823815,Mixed,Medium,Sometimes Attends,Sunny,Suburban,11 AM,1
772,27,Female,Student,97583.26792049162,False,1,0.4028608982392907,Spinning,Monday,4 PM,1.2005201125328036,Negative,Low,Sometimes Attends,Overcast,Other,6 AM,0
773,35,Male,Doctor,32322.65826358014,True,1,0.745944769792368,Yoga,Thursday,6 AM,1.3726331162385805,Negative,Low,Regularly Attends,Snowy,Suburban,1 PM,1
774,27,Female,Doctor,82076.4590784832,False,2,0.385709833449168,Pool,Friday,2 PM,0.698335951302457,Mixed,Medium,Sometimes Attends,Cloudy,Other,10 AM,0
775,41,Female,Doctor,53386.1588149128,False,5,0.18283555014560204,Cardio,Sunday,7 AM,0.7092427029987736,Neutral,Medium,Rarely Attends,Overcast,Downtown,7 AM,0
776,43,Female,Student,88396.99367094852,True,5,1.1576721321856902,Pool,Saturday,7 PM,1.1552516484101163,Neutral,Low,Sometimes Attends,Rainy,Downtown,8 AM,1
777,69,Male,Other,68228.01009555845,False,2,1.0789918143713548,Cardio,Tuesday,11 AM,1.2312888992760016,Neutral,Medium,Never Attends,Snowy,Other,6 PM,0
778,42,Female,Doctor,83718.80521944992,False,3,0.4013161831971519,Strength Training,Tuesday,10 AM,1.3376542562749445,Positive,Low,Rarely Attends,Snowy,Rural,5 PM,0
779,38,Male,Student,71878.30937644413,False,3,1.4089211156422958,Yoga,Monday,1 PM,1.3418432327348553,Negative,Low,Regularly Attends,Snowy,Downtown,12 PM,0
780,31,Female,Student,99175.04130561165,True,3,1.8432670672685916,Yoga,Thursday,2 PM,1.4340721012284858,Mixed,Medium,Never Attends,Overcast,Downtown,3 PM,1
781,37,Female,Other,75059.07103539573,True,2,0.10025326359594877,Cardio,Monday,6 AM,0.8601842549673601,Negative,Low,Regularly Attends,Cloudy,Other,2 PM,1
782,37,Female,Teacher,93890.14261175033,False,4,1.0149785057307974,Group Fitness,Saturday,3 PM,0.6429922071880406,Neutral,Medium,Never Attends,Sunny,Other,6 AM,1
783,29,Female,Other,44292.54179697296,False,2,1.9383711134973949,Pool,Tuesday,1 PM,1.1237245478967677,Positive,High,Rarely Attends,Overcast,Beach,2 PM,0
784,28,Female,Other,41239.73296822495,True,3,1.7577584539029436,Yoga,Sunday,7 PM,0.8001635795343607,Negative,Low,Rarely Attends,Cloudy,Rural,3 PM,1
785,34,Female,Other,77471.1319804503,True,2,0.8972184644210055,Yoga,Thursday,8 AM,0.5566870352794622,Mixed,Low,Sometimes Attends,Rainy,Rural,10 AM,1
786,58,Female,Engineer,46844.64577870597,True,4,0.29409600000040137,Spinning,Saturday,10 AM,0.5008381920686847,Mixed,High,Regularly Attends,Cloudy,Other,6 AM,1
787,44,Female,Teacher,33293.42048020183,True,5,1.7660579690431917,Spinning,Tuesday,9 AM,1.1847952980915306,Mixed,Medium,Never Attends,Snowy,Resort,7 AM,1
