,Age,Gender,Income,Education,Occupation,Marital Status,Number of Children,Frequency of Purchases,Spend per Purchase,Location,Demographic,Marketing Engagement,Past Purchase History,Response to Previous Campaigns,label
899,39,Male,29812.367340820296,High School,Artist,Single,2,Weekly,88.78341369945099,Philadelphia,Rural,True,True,0,0
900,23,Female,45434.04192559526,Bachelor's Degree,Science,Divorced,3,Monthly,38.88418944874964,New York,Urban,True,False,1,1
901,21,Male,57151.03548228681,Doctorate,Teacher,Divorced,1,Weekly,44.646285037380146,Los Angeles,Rural,False,True,1,0
902,36,Male,31031.51184394097,High School,Engineer,Divorced,1,Monthly,11.75523828494682,San Antonio,Urban,False,True,1,0
903,18,Female,50128.037407581396,Doctorate,Teacher,Divorced,2,Daily,35.933692219966275,San Diego,Urban,True,True,1,1
904,41,Male,10339.408701179489,High School,Teacher,Divorced,0,Daily,40.63969720894766,Houston,Urban,False,True,1,0
905,27,Male,16759.152708571502,Bachelor's Degree,Artist,Single,1,Weekly,44.00171415184703,San Diego,Rural,False,True,1,0
906,49,Female,13294.608251598635,Bachelor's Degree,Teacher,Divorced,0,Weekly,19.982820778732588,Chicago,Urban,False,False,1,0
907,18,Male,25270.674927137567,Bachelor's Degree,Medicine,Divorced,3,Daily,90.83114512415908,Houston,Urban,False,False,0,0
908,36,Male,24755.443009214265,Bachelor's Degree,Artist,Single,0,Weekly,24.68032076050109,Philadelphia,Urban,True,True,0,1
909,52,Female,58772.52620674756,Master's Degree,Arts,Divorced,1,Monthly,38.194841002436085,San Antonio,Urban,True,True,0,1
910,49,Female,45136.91496447934,High School,Arts,Single,1,Monthly,73.91559399311447,Chicago,Rural,False,False,1,0
911,32,Female,20806.790615546037,High School,Teacher,Divorced,2,Monthly,92.93119625948773,Houston,Rural,False,False,0,0
912,53,Male,52992.72451675608,Doctorate,Engineer,Divorced,0,Daily,17.703959754049148,San Antonio,Urban,False,False,0,1
913,48,Female,10697.450934595572,Master's Degree,Lawyer,Married,3,Daily,72.64282662902023,Phoenix,Rural,False,True,1,0
914,46,Female,36032.76768670558,Doctorate,Doctor,Divorced,3,Monthly,22.699868349938434,Philadelphia,Urban,False,True,0,0
915,26,Male,46146.53361193018,Bachelor's Degree,Doctor,Divorced,2,Daily,49.71469030750618,Chicago,Rural,True,False,1,1
916,38,Female,44660.477110943386,Doctorate,Medicine,Married,0,Daily,85.27458120681031,Chicago,Urban,True,False,0,0
917,19,Male,11014.01574472904,Bachelor's Degree,Engineer,Single,3,Weekly,29.33691457824983,Houston,Urban,False,False,0,0
918,36,Female,49681.62071277905,Master's Degree,Doctor,Divorced,1,Weekly,12.625360171666703,Chicago,Urban,False,False,1,0
919,20,Female,47337.16538990799,Doctorate,Science,Divorced,3,Monthly,26.618612130432787,San Diego,Rural,True,False,1,0
920,47,Male,43626.12021190697,Doctorate,Lawyer,Married,3,Monthly,19.989533252962957,Phoenix,Rural,True,False,1,0
921,59,Female,33122.840853257396,Doctorate,Medicine,Divorced,0,Weekly,64.71634157491079,Chicago,Urban,False,False,1,0
922,44,Male,10621.279689696614,High School,Science,Divorced,1,Monthly,18.82520637062118,Philadelphia,Rural,False,True,0,0
923,26,Male,48128.555639577644,Doctorate,Arts,Divorced,2,Daily,57.777313085962824,Phoenix,Urban,True,True,0,0
924,41,Male,21669.813472906346,Bachelor's Degree,Artist,Married,3,Weekly,68.57224211290418,New York,Rural,True,False,1,1
925,39,Male,33802.93847509984,Master's Degree,Arts,Married,2,Weekly,62.26634258176167,Phoenix,Rural,False,True,1,0
926,41,Female,31171.940244989622,Bachelor's Degree,Artist,Married,3,Monthly,16.001407032672212,New York,Rural,True,False,0,1
927,45,Male,39752.31724618806,Master's Degree,Arts,Divorced,0,Weekly,97.26011877008668,Los Angeles,Rural,True,True,0,0
928,53,Female,32495.639054275267,Doctorate,Medicine,Divorced,0,Daily,38.53008727608736,San Antonio,Urban,True,False,0,0
929,56,Female,52538.92451663302,High School,Artist,Single,2,Weekly,57.09632166000955,Houston,Urban,False,True,1,1
930,40,Female,57762.13841436718,Master's Degree,Lawyer,Divorced,3,Daily,23.487651899789647,Philadelphia,Rural,False,False,0,0
931,43,Male,16517.036178453593,Doctorate,Medicine,Divorced,2,Daily,10.142147897012068,San Diego,Urban,True,True,0,0
932,28,Male,23312.284969700173,Doctorate,Medicine,Single,0,Monthly,40.04334205383137,San Antonio,Urban,False,True,1,0
933,44,Male,42701.15388293802,High School,Doctor,Married,3,Weekly,33.51955563468117,Phoenix,Rural,False,False,1,0
934,33,Male,54823.64286296477,High School,Science,Divorced,2,Daily,95.04863070002588,San Diego,Urban,True,False,1,1
935,41,Female,26498.744764513824,Master's Degree,Artist,Divorced,3,Daily,57.941711264243416,Phoenix,Urban,True,False,1,0
936,56,Male,40567.85065491912,Master's Degree,Arts,Divorced,0,Weekly,15.017463862329521,Houston,Urban,False,False,1,0
937,46,Female,36128.64101309048,Bachelor's Degree,Artist,Divorced,2,Daily,10.271878422054513,Philadelphia,Rural,True,False,1,1
938,53,Female,48288.166052377,Master's Degree,Medicine,Married,0,Weekly,94.0827969186725,Houston,Rural,True,False,1,0
939,57,Female,53373.85117479863,High School,Lawyer,Single,3,Daily,22.536702046639075,New York,Urban,True,False,1,1
940,32,Female,56349.42374088977,Bachelor's Degree,Artist,Divorced,2,Weekly,10.03692604952574,Philadelphia,Rural,False,False,1,0
941,34,Male,42583.98974392135,Doctorate,Science,Single,2,Daily,23.366568183140572,Philadelphia,Urban,True,False,1,0
942,37,Male,18138.80505126844,Doctorate,Arts,Divorced,0,Daily,48.37654508427755,Chicago,Rural,False,False,1,0
943,44,Female,44002.30281871349,Doctorate,Engineer,Divorced,2,Daily,45.10144546728046,Los Angeles,Urban,True,True,0,1
944,45,Male,54378.15359080957,Doctorate,Doctor,Married,3,Daily,21.481882202502366,San Diego,Urban,False,True,0,1
945,55,Female,50128.2267174312,Master's Degree,Lawyer,Married,3,Monthly,96.3663538410758,Los Angeles,Rural,True,True,1,0
946,31,Female,38150.64715858315,Bachelor's Degree,Science,Divorced,2,Daily,69.77374885490339,Houston,Urban,True,True,1,1
947,24,Male,34391.14186909405,High School,Teacher,Divorced,0,Daily,44.898789567677476,Houston,Urban,False,False,1,0
948,38,Male,26440.090228922683,Doctorate,Artist,Married,3,Weekly,24.27734679846388,Los Angeles,Urban,False,False,1,0
949,34,Male,53678.76528798671,High School,Engineer,Married,2,Monthly,37.87137624816563,Houston,Urban,False,False,0,1
950,48,Female,10433.454492256553,Master's Degree,Artist,Married,0,Daily,56.84684802773631,Los Angeles,Urban,False,True,1,0
951,43,Female,17734.24240924306,Doctorate,Engineer,Single,2,Monthly,32.48807187321364,New York,Rural,False,True,1,0
952,40,Female,59658.18694667392,Bachelor's Degree,Teacher,Single,1,Weekly,96.24949178332481,Los Angeles,Urban,True,False,1,1
953,18,Female,39117.87275319829,Master's Degree,Teacher,Single,3,Weekly,81.97864685157158,New York,Rural,False,True,0,0
954,36,Male,22004.23509683219,High School,Engineer,Single,3,Daily,36.027383676928274,Los Angeles,Rural,True,True,0,1
955,44,Female,40212.975799346255,Master's Degree,Medicine,Married,3,Daily,59.19630813489215,New York,Urban,True,False,0,0
956,54,Female,39429.30486746271,Bachelor's Degree,Lawyer,Married,2,Monthly,96.46552794054188,Houston,Rural,False,False,1,0
957,21,Female,20176.77612409024,Doctorate,Doctor,Married,1,Monthly,97.6402450881036,Los Angeles,Urban,True,False,1,1
958,25,Female,10653.826708730743,High School,Science,Divorced,2,Weekly,82.96574187073715,Houston,Rural,False,True,0,0
959,19,Male,18518.36253907656,Master's Degree,Doctor,Divorced,3,Daily,58.03528723043,Philadelphia,Urban,False,True,1,0
960,28,Female,29733.00439749729,Bachelor's Degree,Lawyer,Divorced,3,Weekly,17.824560462302877,Philadelphia,Urban,False,True,0,0
961,59,Female,23190.303747317877,Master's Degree,Lawyer,Single,1,Daily,43.858127196567835,San Antonio,Rural,False,False,0,0
962,52,Male,27492.511804542744,Bachelor's Degree,Medicine,Single,0,Daily,33.63702511294663,Philadelphia,Urban,True,False,1,1
963,39,Male,46179.03502199904,Bachelor's Degree,Lawyer,Single,1,Daily,76.84493474677757,Los Angeles,Rural,True,True,0,1
964,45,Female,34785.850503913774,High School,Medicine,Married,1,Monthly,75.40034223323913,Phoenix,Rural,False,False,1,0
965,41,Male,24205.207461371647,High School,Teacher,Single,3,Daily,98.38696407720677,Houston,Rural,True,True,0,0
966,30,Female,39968.17758691328,Master's Degree,Arts,Single,2,Weekly,76.06661779052902,Houston,Rural,True,False,0,0
967,20,Male,56578.249000395925,Master's Degree,Doctor,Married,3,Weekly,79.95660182551661,Houston,Urban,False,False,1,1
968,53,Male,46980.398450006855,Bachelor's Degree,Medicine,Divorced,2,Weekly,70.42312080071162,Houston,Urban,True,False,0,1
969,39,Male,11314.886334233428,High School,Arts,Married,0,Monthly,32.9248450411794,San Antonio,Urban,False,False,0,0
970,23,Male,58684.60674250994,High School,Arts,Single,3,Monthly,22.877325587558254,Houston,Rural,False,True,1,0
971,46,Female,33587.81546954371,High School,Doctor,Divorced,2,Daily,20.222858564080738,Chicago,Urban,False,True,0,0
972,55,Female,27819.32392615141,Doctorate,Medicine,Single,3,Monthly,53.52481060764997,Chicago,Urban,True,True,0,0
973,57,Male,17345.44545114635,Bachelor's Degree,Arts,Single,1,Daily,56.97414676581192,Chicago,Rural,False,True,1,0
974,33,Male,11826.018969068693,Doctorate,Engineer,Married,3,Daily,78.34858344608378,San Antonio,Rural,False,True,1,0
975,46,Female,25074.420767717973,Doctorate,Medicine,Divorced,1,Weekly,37.16511948036056,Los Angeles,Rural,True,True,0,0
976,41,Male,27152.20028965051,Doctorate,Medicine,Divorced,1,Weekly,80.19644144863537,Philadelphia,Urban,False,True,1,0
977,57,Female,12457.92618107138,Doctorate,Artist,Single,3,Weekly,10.752909398572976,Chicago,Rural,False,False,1,0
978,36,Female,59612.0957430561,Doctorate,Artist,Single,0,Daily,52.32666004224173,San Antonio,Urban,True,False,0,1
979,31,Male,20713.590465512978,Master's Degree,Science,Single,0,Weekly,55.51680685198999,Chicago,Rural,False,False,0,0
980,28,Female,30899.96084601758,Master's Degree,Lawyer,Married,0,Monthly,67.36532481416214,San Antonio,Urban,False,True,0,0
981,22,Female,38008.59477836792,Master's Degree,Teacher,Divorced,1,Monthly,43.62096574351725,Philadelphia,Rural,True,True,0,0
982,42,Male,25982.60311276503,Doctorate,Lawyer,Single,3,Weekly,15.482100418437437,New York,Urban,False,False,0,0
983,21,Male,18732.503272768405,Doctorate,Medicine,Divorced,3,Daily,55.25587557991781,San Diego,Rural,True,True,1,0
984,29,Male,55629.21089624115,Master's Degree,Lawyer,Single,2,Monthly,88.46796212658502,Philadelphia,Rural,False,True,0,0
985,43,Male,19785.387581939394,Doctorate,Arts,Single,1,Weekly,53.46049929387388,New York,Urban,False,False,1,0
986,30,Female,36353.54692567291,Master's Degree,Teacher,Married,0,Daily,24.175049326822347,New York,Rural,True,False,0,0
987,42,Male,59002.59714882424,Doctorate,Artist,Divorced,1,Weekly,70.08415422249115,San Diego,Rural,False,False,0,0
988,25,Female,29463.319840452416,Bachelor's Degree,Lawyer,Divorced,3,Daily,87.72193028252313,Phoenix,Urban,False,True,1,0
989,39,Female,59354.118200298515,Bachelor's Degree,Lawyer,Married,3,Weekly,84.16850414359368,San Diego,Rural,True,False,1,1
990,21,Male,38099.067081318964,Doctorate,Doctor,Single,2,Weekly,33.8137400692927,San Antonio,Urban,True,True,0,1
991,42,Female,50181.75735768467,High School,Science,Single,1,Monthly,59.45406161606383,Houston,Urban,True,True,0,1
992,47,Male,18411.542160184155,Doctorate,Lawyer,Single,0,Monthly,43.52747075225154,Philadelphia,Urban,True,True,0,0
993,33,Male,40595.204238366205,Doctorate,Lawyer,Divorced,1,Monthly,94.834873914279,Chicago,Urban,True,True,1,0
994,46,Male,27019.241883877457,Master's Degree,Lawyer,Divorced,3,Daily,24.883338296186736,New York,Rural,True,False,0,0
995,49,Female,36268.0240909749,High School,Engineer,Married,2,Weekly,60.32672919818636,San Diego,Urban,True,False,1,1
996,22,Female,24333.029064351147,Bachelor's Degree,Engineer,Married,2,Daily,92.30118857928471,Phoenix,Urban,False,True,0,0
997,50,Female,24627.02142407849,Bachelor's Degree,Teacher,Divorced,2,Monthly,58.016928788288546,Los Angeles,Rural,True,True,0,1
998,21,Female,28404.281883310712,Doctorate,Artist,Divorced,1,Weekly,31.98103303276707,Los Angeles,Urban,True,False,0,0
999,33,Female,45120.87640751823,Doctorate,Doctor,Married,3,Weekly,38.4663113853062,Phoenix,Rural,False,False,0,0
