feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,target
0.303,0.495,-0.249,0.367,-0.325,-0.427,-0.124,1.459,-0.335,-0.013,0.252,-0.199,-1.156,1.746,-0.616,0.572,0.517,1.549,-0.362,0.508,-0.1,1.683,0.162,0.731,0.518,1.611,0.314,-0.129,1.89,0.506,0.57,-0.391,1.047,-0.955,0.267,1.236,-0.12,-1.543,-0.705,-0.537,0.7,0.457,-1.315,0.377,-2.344,-1.371,0.993,1.639,-0.296,2.694,0
0.413,0.382,-0.004,-1.05,0.406,1.059,-1.06,0.392,-0.461,-0.03,-0.579,0.323,-1.72,0.296,-0.84,-0.386,-0.609,-0.536,-1.706,-0.607,-0.389,1.081,-0.051,1.527,-0.708,0.597,-1.249,-0.074,-0.779,-0.334,-0.093,1.442,-0.22,-1.36,1.027,0.549,-1.096,0.571,-0.277,-0.6,0.138,0.457,0.203,0.167,-1.184,0.319,0.127,-0.275,-0.072,-1.12,0
0.425,-1.239,0.964,0.123,-2.513,-0.826,-1.122,1.427,-0.824,-1.09,0.217,-0.907,-0.748,0.683,-0.348,0.06,-0.655,0.326,-0.533,1.258,0.315,0.44,-0.743,0.045,0.673,-1.651,2.003,-0.817,0.978,0.214,-1.185,0.069,1.406,1.001,-0.572,-0.909,-0.201,0.779,-0.383,0.786,-0.552,-0.912,-1.362,0.481,-0.292,0.149,-0.381,0.739,-1.002,-1.328,0
1.835,0.79,-0.887,1.681,0.466,1.551,-0.612,-1.441,0.385,2.504,1.482,0.332,1.019,1.435,0.265,-0.249,-0.723,-1.519,-1.674,0.12,-1.022,-1.806,0.099,0.414,0.61,-1.803,0.028,-1.118,-0.548,-0.195,-1.111,0.428,1.239,-1.048,2.437,-0.807,1.13,1.347,0.269,-1.021,-0.3,1.071,-0.989,-1.343,-0.032,-1.775,0.356,0.302,0.743,-0.583,1
-0.383,1.921,0.301,0.671,-1.016,1.236,1.688,-1.438,-2.494,-0.397,0.541,0.67,-0.001,0.545,-0.638,-0.861,0.157,-1.588,0.415,-0.367,0.36,0.87,-0.062,0.466,0.845,1.499,1.105,-1.154,-0.158,-2.136,-1.478,-0.334,-1.179,-1.199,0.209,-2.173,-0.645,0.008,0.069,0.067,0.346,-0.057,-1.223,-0.405,-0.138,-0.347,0.221,-0.591,-0.687,0.849,0
0.052,-0.232,0.492,-1.331,0.147,-0.417,0.856,-0.298,0.517,0.909,-0.67,1.343,-0.553,0.814,-0.573,1.268,-0.941,-0.527,-0.337,0.515,0.585,1.159,0.137,1.053,-0.25,-2.475,0.65,1.827,0.011,0.912,1.321,1.832,0.538,-1.507,-1.189,0.608,-0.243,-1.856,0.182,1.188,-0.475,0.756,-0.519,0.517,0.601,0.806,-1.656,0.94,1.104,-0.488,1
0.688,1.534,-1.306,0.022,1.935,0.41,-1.323,-0.371,-0.681,1.253,-0.415,-0.754,-0.755,-0.329,-0.173,-1.153,-0.831,0.309,0.244,0.027,0.224,-0.067,-0.809,0.598,0.993,1.697,-0.062,-0.803,0.119,0.635,-0.656,-0.358,0.273,-0.174,-0.526,0.649,1.11,-1.368,1.619,0.883,1.142,0.178,-0.064,0.671,0.958,-2.033,-1.2,0.286,-1.251,1.629,1
1.457,-1.267,-0.931,-0.612,-1.321,-0.751,0.155,-0.494,1.24,1.962,0.017,1.752,-0.235,0.951,1.49,-0.473,0.595,-0.527,-0.948,0.147,0.558,-0.223,-0.432,-0.006,0.055,-1.272,-1.642,1.684,1.324,-0.051,-0.592,1.692,-1.416,1.094,0.522,1.082,1.154,-2.24,-1.093,1.56,-2.392,0.017,-0.53,-1.513,1.767,-1.441,0.807,0.441,-0.472,0.428,0
2.448,0.566,-0.721,0.293,-2.608,0.442,1.685,-0.545,0.149,-0.626,-1.317,-1.767,0.03,0.371,0.158,-0.697,0.029,0.256,-0.136,1.005,-0.786,-0.356,2.051,2.053,-0.492,1.323,-0.687,-1.631,1.874,-0.304,0.464,-0.719,1.37,-2.118,-0.51,-0.321,-0.997,-1.693,-1.859,0.217,0.445,-0.279,-1.16,-1.354,0.192,-1.397,0.107,-0.529,-1.669,1.326,1
1.393,-0.226,-0.001,-1.5,1.503,2.398,1.977,2.151,-0.311,0.124,-1.33,2.136,-0.199,0.925,0.944,-0.961,1.937,0.09,-0.106,1.606,0.236,-0.52,0.299,0.719,1.02,-0.577,0.875,-1.544,-1.479,-0.706,-1.598,0.224,1.954,0.253,-0.1,2.131,0.379,0.633,-0.506,1.392,-2.487,-0.582,0.029,0.283,-0.231,-0.582,0.805,-0.628,0.098,-0.237,1
-0.067,-0.243,-0.609,-1.614,-0.89,-0.037,-1.204,0.745,-2.083,0.833,1.499,-1.484,-0.094,0.43,-1.868,-0.272,-1.984,-0.443,-0.181,0.492,1.104,0.181,1.619,-1.426,-0.269,0.309,-1.025,0.183,-0.144,-1.413,1.632,-1.412,0.116,-0.257,-0.619,-1.232,0.539,0.673,0.783,1.197,0.988,0.72,0.24,-0.317,-0.466,0.897,-0.157,0.555,-0.701,-0.687,1
1.859,-0.436,-0.539,1.446,-0.821,0.074,-0.056,-0.157,2.343,-1.773,1.568,0.112,1.845,-0.7,-0.663,0.846,-0.968,-0.551,-0.018,-1.023,0.382,0.013,-0.342,-0.563,-0.992,0.006,-0.412,-0.974,0.437,0.62,0.913,-1.707,1.35,-1.948,0.23,-0.559,1.261,1.522,0.511,-0.767,-0.878,-0.286,1.593,-0.348,0.282,0.898,0.083,-1.238,-0.522,1.907,1
0.207,-1.614,0.184,0.357,0.303,1.038,-0.455,-0.767,0.353,-0.258,-0.708,-0.301,1.565,-0.023,-1.469,-0.926,-0.457,0.296,-1.365,0.433,1.671,1.636,0.227,-0.104,0.152,0.433,0.457,1.256,-0.098,-0.63,0.101,0.305,0.338,0.981,-0.279,-0.303,-0.131,-0.441,1.033,1.358,-0.197,-1.009,-0.541,-2.007,-0.269,0.694,-1.181,-0.07,-0.735,1.679,1
-0.498,-1.268,-1.217,1.807,0.357,-0.374,-1.083,0.928,-0.331,0.717,-0.248,-0.588,-1.386,-0.041,-0.716,0.386,-1.012,2.502,0.021,-1.179,0.054,0.004,-0.106,2.06,0.776,-0.331,-0.925,-0.943,0.32,-0.772,-1.46,1.115,0.216,1.221,0.477,-1.115,0.52,0.075,-0.976,1.399,0.441,-1.332,0.84,0.787,-0.723,-1.111,-0.036,0.932,0.252,1.009,1
-1.249,0.294,0.764,1.379,-2.233,0.675,0.3,0.557,-0.008,-2.595,-0.66,0.251,-0.635,1.678,0.568,0.97,0.046,-0.793,0.412,-1.917,-0.185,0.646,-0.95,0.796,-0.953,0.265,1.902,-0.493,-1.101,0.919,1.736,1.317,-1.454,-1.341,-0.132,0.223,-0.468,-0.695,0.684,-1.322,-1.367,0.489,-0.571,0.035,1.888,1.131,0.686,-1.443,-1.321,0.622,1
-0.11,-0.282,0.823,1.049,-0.215,0.003,-0.532,0.026,0.357,-0.587,-1.937,0.419,1.049,1.412,0.016,-0.318,-1.29,-1.258,2.428,-0.576,-0.483,0.527,0.848,0.616,-0.087,0.562,0.307,-2.247,0.433,-0.322,-0.821,0.491,-1.39,0.628,0.892,-1.629,-0.484,1.039,-1.253,1.868,1.88,0.366,1.644,-0.822,0.558,1.826,0.031,-0.013,-0.43,2.726,1
-0.536,0.594,0.096,-2.172,-1.165,-0.589,1.342,-0.03,0.207,0.429,0.142,0.117,-0.009,1.29,-0.101,-0.897,-0.707,-1.32,0.48,-0.916,-0.212,1.461,-0.33,0.071,0.477,-0.619,-0.52,2.529,0.001,0.223,1.046,-1.698,1.373,-0.922,-1.698,1.782,0.3,1.059,-1.032,-0.503,-0.481,1.954,-0.779,1.607,0.054,0.802,0.933,-1.063,-1.145,1.92,0
-0.162,-1.326,-0.495,0.996,1.977,-0.192,0.749,-0.56,0.05,-1.154,-0.548,0.272,-0.492,0.077,1.262,-1.2,-0.541,-0.469,-0.943,-0.599,1.114,-0.552,-0.264,1.944,0.903,0.415,1.375,-0.247,-1.586,0.816,1.064,-0.668,0.863,0.566,0.545,-1.655,-0.215,0.366,0.239,0.139,-1.281,0.454,-0.139,-1.057,1.46,-0.111,0.55,-0.744,-0.067,-0.698,1
-1.118,-0.294,1.091,0.69,-0.225,-0.221,1.114,1.488,-0.166,-0.755,-1.072,1.522,0.629,1.353,-0.762,1.289,1.26,-1.01,-1.409,1.714,-1.028,0.165,-0.531,0.249,0.069,1.415,0.582,0.094,0.987,1.065,0.111,-0.536,-0.2,0.058,2.052,-2.14,1.615,-1.866,0.362,-0.389,-1.135,0.339,0.294,-0.978,-1.765,-2.369,-0.102,-0.121,1.248,-0.341,1
-0.617,-1.018,-0.857,1.576,0.168,0.659,-1.486,-0.298,1.183,0.707,1.337,0.561,-0.55,1.704,1.582,0.819,0.407,0.032,1.416,0.723,0.305,-2.145,0.746,0.827,-0.414,-0.663,0.44,-1.224,0.708,-0.558,0.579,-0.018,-0.855,-1.046,-1.008,-0.285,-1.966,0.237,-0.699,0.17,0.031,-0.778,-0.729,-0.506,0.068,-1.695,0.617,-1.676,0.555,0.438,1
0.352,0.513,0.069,0.876,-1.022,-0.142,-0.407,-1.909,0.534,1.003,-1.271,-2.226,0.783,-1.342,0.426,-0.028,-0.373,-0.12,0.307,1.664,0.763,0.182,0.479,0.394,0.729,0.748,-0.45,-0.133,0.602,-0.584,-1.709,0.968,0.223,0.093,0.933,-0.914,-1.317,-0.777,-1.705,1.231,1.396,-0.727,0.094,-0.39,1.59,-0.456,-1.198,-0.02,-1.812,-0.025,0
-0.816,-1.585,0.488,-1.4,-1.038,0.252,-1.498,1.043,-1.577,0.549,0.191,-0.176,0.336,0.083,0.778,-0.076,0.759,0.908,-1.622,-0.672,-0.614,0.062,0.091,0.469,-1.478,-0.564,0.395,0.72,-1.067,-0.648,2.629,-0.363,0.769,1.702,0.086,1.185,1.133,0.136,-1.494,-0.263,0.937,-1.276,-1.127,0.895,-0.781,-0.003,-0.459,1.406,-0.323,-0.505,0
-1.293,-0.601,1.019,2.322,0.612,0.176,-1.103,-1.221,1.93,-0.237,2.308,-1.747,0.778,-1.786,-0.686,-0.022,0.333,-1.012,0.081,-2.267,1.766,-1.569,0.895,1.152,0.71,-0.006,0.562,-1.821,0.303,0.602,0.901,0.282,0.72,0.403,-1.375,0.833,0.74,1.069,1.825,-0.307,-0.28,0.721,-0.228,-0.846,-1.206,0.009,0.29,-0.004,-0.01,1.025,0
0.954,-0.634,0.236,-0.968,-0.771,0.902,0.128,-0.679,-0.31,1.251,-0.052,0.239,0.56,0.46,-1.276,-1.328,-0.318,-0.135,1.74,0.518,-0.424,-0.441,-0.212,0.161,-0.682,-2.973,-1.008,1.06,-0.385,-0.52,0.256,1.324,-0.658,1.38,2.066,1.439,2.167,-1.309,-1.596,-0.66,1.364,1.74,-1.129,0.263,-0.453,-1.279,1.301,0.637,0.22,-0.181,0
-0.186,0.926,-1.213,0.516,1.02,-1.365,-0.427,-1.141,0.88,0.554,-1.12,-1.533,-0.518,-0.669,0.465,-0.959,-0.02,-1.108,0.355,-0.435,0.039,0.168,-0.754,-1.006,-0.089,-1.352,1.079,-0.341,1.346,1.731,-0.361,-0.881,0.751,1.104,1.015,0.748,0.523,-0.261,-0.413,0.825,0.674,0.05,-0.622,0.324,1.138,1.123,-1.378,0.752,-0.287,0.72,0
0.048,-2.338,1.273,2.846,0.024,0.209,-0.091,0.611,0.245,-0.231,0.622,1.232,1.266,1.833,-2.143,1.353,0.473,-2.263,-0.835,1.312,-0.577,1.54,0.049,-0.629,-0.938,-1.065,-0.795,-0.013,-1.174,-1.684,-2.337,0.293,-1.146,1.51,1.365,-0.515,-0.875,0.709,-0.894,1.044,-0.86,0.419,1.375,-0.775,-0.467,0.461,-0.707,0.612,-0.197,-0.543,1
-1.153,-0.709,-0.479,0.657,0.588,0.21,-1.254,0.431,0.786,-2.265,1.001,0.597,-0.553,-0.39,-0.572,-0.891,0.406,0.163,-1.824,-0.925,0.438,0.226,-1.201,1.661,-0.255,1.449,0.995,-0.563,0.7,-0.924,1.178,-2.733,0.334,-0.606,-0.493,-1.228,1.507,0.309,0.191,1.107,1.788,-0.202,-1.858,1.627,-1.499,1.351,0.604,-0.784,0.422,0.817,1
-2.413,1.065,0.905,0.592,-0.79,0.948,-0.586,0.041,0.18,-0.559,-1.229,2.291,-0.582,1.16,1.077,-1.474,0.701,1.137,0.347,-0.889,-1.677,-0.267,0.774,-1.086,-0.942,-0.355,0.296,1.509,-0.235,-0.705,-0.571,0.388,0.344,-0.698,0.507,-0.043,0.209,0.18,-0.881,-0.147,1.807,1.188,0.055,0.104,-0.147,0.599,0.782,1.474,0.661,0.393,0
-0.827,0.924,-0.897,-1.241,-1.749,-0.636,0.613,-0.382,-1.839,-0.289,0.736,-0.389,0.29,-0.356,-0.696,0.365,0.014,-0.691,0.717,1.765,-0.926,0.098,0.916,0.279,0.484,2.225,-0.397,-1.49,1.066,-0.352,-0.428,1.18,-2.47,0.552,0.155,-0.762,1.156,-0.78,-0.865,-1.13,-0.323,0.772,0.698,1.155,0.632,-0.498,0.108,-0.659,0.866,-0.312,0
0.906,1.084,-0.707,-0.296,0.636,-1.228,0.764,-1.694,0.204,-1.348,-0.532,0.106,0.38,0.558,2.771,-0.696,1.709,0.307,1.314,-0.654,0.852,1.219,-0.227,0.127,-0.806,-0.654,-0.283,-0.137,-0.219,0.119,-1.659,0.844,0.959,-0.567,-0.157,0.422,-0.986,0.014,0.558,-0.553,0.406,-1.034,0.993,0.302,0.022,-1.447,-0.181,0.693,1.293,-0.145,0
1.66,1.025,-1.658,2.355,0.822,0.41,0.603,0.217,2.368,-2.612,0.424,-0.749,-0.282,0.575,0.877,-0.138,0.328,2.824,-1.095,-0.903,0.07,-0.305,-1.141,-1.02,-1.423,0.178,-0.966,-1.676,1.153,0.5,1.287,0.526,1.225,1.107,0.038,-1.077,0.74,-2.75,-0.037,0.87,0.78,2.083,-1.498,-0.24,0.401,-0.692,0.749,0.086,-1.764,-0.134,0
0.399,0.783,-0.343,-0.493,0.504,0.246,1.257,-0.203,-0.34,-0.379,3.083,0.555,0.097,0.458,0.388,0.023,-0.117,-0.24,-1.182,-0.077,-0.086,-0.315,-0.719,-0.851,-0.101,0.951,-0.677,-0.045,0.137,0.99,-0.286,0.066,2.398,-0.604,-0.714,0.179,-1.951,-0.705,0.274,1.042,-0.384,-0.94,0.728,1.102,0.66,0.682,-0.966,-0.907,-0.769,-1.458,0
-0.078,-0.023,-1.323,1.28,-0.433,0.444,1.168,-0.529,-0.062,0.031,0.453,0.853,-1.356,-0.823,0.987,-2.771,-0.746,-0.542,-1.309,-1.04,-0.517,-0.76,0.228,0.179,-0.604,1.181,-1.207,0.238,-0.041,-0.481,0.589,-0.973,0.774,-0.177,-0.489,-0.533,0.158,-0.862,1.293,0.005,0.903,0.038,-0.231,-1.522,0.153,-0.922,1.953,1.303,-1.59,0.176,0
0.755,0.369,2.933,-0.294,0.579,0.252,0.737,-0.395,1.255,2.497,-1.02,-0.771,-1.348,2.622,-1.518,0.139,1.305,-0.763,-0.513,1.805,-1.612,0.193,0.334,-0.159,-1.036,0.436,0.41,0.144,0.986,-0.647,0.818,0.915,-1.155,0.009,1.097,1.887,0.41,-0.299,0.794,-0.638,-0.457,-0.525,-0.358,1.183,-0.011,-0.163,-0.118,1.793,-0.432,-1.356,0
1.26,0.118,-0.36,0.437,-0.754,0.222,-1.031,0.738,1.403,-0.225,1.088,1.147,-2.648,-1.953,-0.449,0.048,-0.041,-0.127,-0.347,1.112,-0.596,-1.794,-1.913,1.05,-0.779,0.477,-1.048,0.919,-1.055,-0.736,-0.322,0.339,-0.277,-0.482,1.018,0.062,1.005,0.165,-0.186,0.461,-0.757,2.187,-0.232,0.328,-0.828,-0.609,0.207,0.872,0.01,-0.853,0
0.992,1.826,-1.908,-1.344,1.174,-0.546,0.848,-1.063,0.414,-0.802,2.224,-1.406,-2.129,0.549,-0.481,1.097,1.884,-0.204,0.18,-0.017,1.299,-1.061,0.297,-0.17,-0.136,0.17,0.72,-0.785,0.31,0.775,-0.489,-0.588,0.71,0.802,-0.212,-1.03,0.298,-2.1,-0.281,-0.535,0.006,0.417,0.064,0.606,1.679,-0.146,0.25,-0.523,-0.373,1.534,0
-0.158,-0.317,-0.119,2.472,-0.585,-0.734,0.102,2.64,-0.922,-0.549,1.347,-1.379,0.892,0.105,0.694,2.367,-0.731,-0.33,-0.558,1.767,-0.29,-0.514,-0.413,0.282,1.245,1.368,-0.081,-0.669,-1.268,-0.671,-1.676,-0.445,-0.765,-0.312,-0.194,0.651,1.786,1.143,0.505,-0.136,0.91,-0.545,0.464,-0.743,-1.807,0.183,-0.648,-0.134,1.043,-0.926,1
0.421,0.276,-0.491,0.121,0.518,0.177,0.57,2.136,-0.509,-1.068,1.454,1.36,0.296,1.592,-1.252,1.473,0.216,-2.423,-0.021,0.732,0.665,0.254,-1.324,-1.135,-0.618,-0.362,-1.03,0.975,0.187,0.869,-0.217,2.653,0.831,0.248,-1.719,-0.858,0.843,2.183,-0.593,-2.281,1.545,0.559,0.449,-0.434,1.133,0.985,-0.799,1.109,-0.091,0.151,0
-1.065,-0.964,-0.079,1.416,-0.371,-0.659,0.655,-1.608,0.447,1.348,-1.331,-0.324,0.277,1.791,0.475,-0.756,-0.492,0.637,-0.594,-1.381,-1.722,1.115,-0.808,-0.048,2.172,0.176,0.176,-0.142,0.739,-0.775,-1.819,-2.586,-0.866,-0.83,0.256,-0.856,1.967,0.39,0.116,0.896,1.933,0.621,-0.213,-2.022,0.377,-1.09,1.603,0.532,1.144,0.863,1
-0.266,-1.115,-0.599,-0.55,-0.144,0.385,0.99,1.431,-0.594,-1.809,1.568,-0.765,2.068,-0.07,-1.206,0.264,-0.098,1.052,-0.045,-0.173,-0.675,-1.298,0.976,-0.032,-1.259,-0.38,-0.269,0.418,0.994,0.839,0.3,0.92,0.946,1.198,1.723,-0.72,0.013,-0.265,0.099,-2.085,-0.247,0.527,1.504,-1.067,-0.832,0.601,-0.557,0.212,0.511,-0.984,1
-0.926,1.402,-0.849,1.106,-1.197,0.99,0.158,0.76,-0.703,0.89,0.042,-0.089,-0.888,-0.689,0.541,0.219,-0.318,1.946,1.139,-0.287,-0.606,-0.414,2.527,0.383,0.019,1.884,0.467,-0.718,0.426,-0.109,1.069,0.84,-0.7,0.231,1.152,-0.158,-1.4,-0.378,-0.024,-0.711,2.085,-1.12,0.356,0.242,0.57,-2.698,0.144,-2.256,-1.067,0.522,1
-0.604,-1.631,0.414,1.779,0.488,0.06,-0.946,-0.871,-0.034,0.161,-0.665,-1.695,-2.253,1.439,-0.181,1.075,-0.386,-1.487,0.971,-0.868,-1.802,0.61,-0.183,0.611,-0.257,1.322,0.48,-0.626,2.077,-1.528,-1.078,1.056,0.626,-1.724,-0.996,-0.102,-0.249,0.294,-0.315,-0.911,-0.423,-1.197,-1.262,-1.598,-1.539,1.013,-0.041,1.187,0.858,0.061,0
-0.089,-0.554,2.185,0.133,-0.797,0.514,1.246,0.026,0.554,0.029,0.401,0.98,1.307,1.429,0.967,-0.46,-0.522,0.787,0.968,0.764,0.101,-0.978,-0.372,2.242,-0.608,0.741,-1.194,-0.268,-0.292,-0.525,0.918,-0.46,0.398,0.914,-0.328,0.902,-0.554,-0.284,0.986,-0.901,1.308,1.808,0.159,0.013,-1.073,-0.462,-1.975,-1.398,0.437,-0.483,1
-1.336,0.408,0.691,-0.626,-0.11,2.226,0.081,-1.946,-0.484,-1.788,0.856,-0.198,0.763,-0.81,0.109,-0.5,0.56,-1.012,0.686,1.739,0.164,0.031,-0.02,2.414,-0.34,0.687,0.368,-1.243,-1.487,-0.36,0.006,-0.149,0.121,-1.184,-1.08,0.786,-0.44,-0.082,0.364,-0.074,-1.52,1.986,1.048,-0.163,1.205,2.583,0.159,1.056,0.465,0.195,1
-0.631,0.306,0.175,-0.164,0.176,0.771,-0.184,-0.776,0.148,-0.679,1.534,0.927,1.426,-1.05,-0.465,2.042,-1.044,-0.902,-0.381,1.061,0.391,-0.05,0.452,-0.523,-1.37,0.515,-0.032,-0.641,-0.072,0.975,2.242,1.013,-1.998,0.677,0.258,0.96,0.023,0.506,1.581,-0.301,-0.56,-0.952,0.735,0.145,0.744,-0.456,0.274,0.035,0.249,0.315,0
-1.218,0.023,1.126,-0.511,0.058,-0.175,0.002,-0.828,-1.272,-0.022,0.115,0.544,1.158,1.016,0.48,0.206,-2.75,-0.082,1.243,-1.29,0.194,1.446,-0.821,0.18,-0.007,-0.004,-0.455,-0.875,-0.202,-0.754,0.343,-1.073,0.707,0.58,-0.143,1.899,1.586,-1.017,0.987,0.258,-0.938,-0.405,-2.069,-1.062,0.917,0.477,0.265,0.493,-2.075,2.0,1
-0.076,0.471,-0.969,-0.486,-0.083,0.502,-0.858,-1.666,-0.447,-0.651,-1.669,0.338,0.171,1.785,-0.71,0.737,-1.03,-1.024,-0.1,-0.84,1.194,0.078,-0.092,0.514,-1.772,-0.514,-0.019,-0.66,1.179,-0.259,0.311,2.682,1.704,-0.724,-2.07,0.7,-1.664,0.134,0.51,-0.022,2.365,-0.485,-0.203,0.033,-1.429,0.375,0.872,0.846,-0.479,-0.345,1
0.1,-0.631,0.739,1.605,-0.581,0.669,0.099,-1.193,1.395,-0.516,0.349,-0.739,1.382,0.387,-0.82,0.51,-0.824,0.128,-0.013,1.849,-0.229,-0.972,1.32,-1.506,1.538,0.101,0.636,1.221,-1.536,0.281,-1.197,-1.781,-0.316,0.555,0.423,0.85,0.06,-0.371,-1.185,-2.51,-0.546,0.482,-0.541,0.294,-0.723,-0.742,-0.347,0.671,0.34,0.509,1
-0.612,0.727,1.976,-1.634,-1.453,-0.223,-0.85,0.659,0.251,0.776,-0.666,-0.043,-1.069,-0.954,0.326,-0.649,0.703,-1.044,0.515,0.937,1.165,-1.333,-0.482,-0.066,-0.039,1.841,0.391,-1.949,-1.029,-2.161,0.542,-1.692,0.361,-0.406,-1.237,0.942,-0.99,-1.436,0.161,0.794,-1.687,-1.375,1.786,0.531,-0.299,0.253,-0.727,0.326,-1.868,-0.903,1
-0.974,1.088,-0.88,0.817,1.12,-0.771,-1.633,0.583,0.162,-1.374,0.3,0.283,-0.611,-0.199,0.443,-0.341,1.868,-0.759,-1.417,-0.511,0.19,0.688,-0.226,-0.056,0.84,-0.462,0.544,0.123,1.082,-0.179,0.319,1.555,2.078,-0.113,-0.725,-0.215,-0.411,-0.254,-2.146,-0.149,0.35,-0.247,-0.647,0.185,-1.26,-0.476,0.077,-2.082,0.103,-1.743,1
-0.621,1.971,-1.923,0.569,0.716,1.134,0.809,0.291,0.345,-1.592,-0.98,0.734,-0.683,-0.692,1.126,1.617,-1.71,0.286,0.949,0.801,-1.162,0.584,0.459,-0.986,0.883,1.746,-1.745,-1.493,0.163,-0.658,-1.009,-0.594,1.254,1.17,0.906,0.801,2.226,-0.817,-0.396,-1.144,0.509,1.425,-0.559,1.076,-0.589,0.211,0.205,-0.907,1.056,-1.263,1
0.363,0.233,0.625,1.503,0.855,-0.706,0.467,1.049,-0.815,0.684,-1.662,0.785,0.166,-0.693,-0.156,0.316,1.767,0.536,-1.441,0.808,1.56,-0.412,0.291,1.198,-0.83,0.441,0.13,0.483,-0.427,0.004,-0.724,-1.759,-0.986,-1.52,-1.445,0.552,0.746,0.58,-0.398,-0.219,-0.062,0.436,0.229,-0.528,0.293,-1.886,0.305,-0.778,0.774,-0.758,1
-0.352,0.51,-0.626,-0.308,0.901,-0.715,-1.905,1.033,1.038,-0.481,0.122,1.502,-0.908,0.113,-0.74,-0.347,1.043,0.322,-0.903,-0.865,0.123,0.655,-0.376,0.428,1.66,0.462,-0.41,0.148,3.119,0.859,-0.432,0.21,1.639,-1.0,-1.876,-1.308,-0.127,2.309,0.899,-0.704,1.389,-0.726,-0.48,0.553,0.75,-0.56,0.134,0.35,-2.041,-2.042,0
-0.039,-1.574,0.098,-0.554,-0.818,1.49,-1.792,-0.157,1.037,1.596,-1.05,0.024,1.309,0.217,1.706,-0.376,0.832,-0.142,-0.895,1.679,-1.35,-0.323,-0.432,0.277,-1.29,-0.023,0.756,0.538,-0.717,0.095,0.455,0.017,0.869,1.463,2.253,-1.705,0.641,-0.755,-1.265,-0.193,0.308,0.393,-0.273,1.705,0.287,-0.388,-0.822,-0.882,1.566,0.764,0
-1.265,0.234,-0.866,1.848,-1.3,0.688,0.7,0.101,0.497,-0.219,-0.887,0.266,-0.217,-0.112,-0.126,-1.533,-1.254,0.662,0.151,2.235,0.454,-0.272,0.345,0.049,0.105,1.85,-1.253,-0.338,0.599,1.385,0.221,0.009,1.19,0.324,0.597,-0.682,-0.157,-1.057,-0.427,-0.448,-0.557,0.166,0.375,0.789,-0.346,1.36,1.895,-1.353,0.386,-0.928,0
0.137,-0.075,0.301,1.708,-0.292,0.012,0.177,0.667,-1.0,-0.15,-0.596,-1.023,0.749,-0.95,0.208,-0.609,1.86,1.319,-1.591,0.126,-0.317,-0.451,0.601,0.538,0.169,-0.085,0.493,-2.032,1.075,0.358,-0.905,-0.462,1.487,-1.289,-1.566,-0.918,-0.709,1.24,-2.168,1.324,0.423,1.501,1.037,0.814,1.366,2.959,0.114,-0.323,-0.503,-0.791,1
-0.749,-0.657,0.782,-0.432,-1.584,-0.506,-0.503,-0.183,1.001,0.76,-1.03,-0.414,-0.258,0.904,0.684,0.302,-0.444,-0.162,-0.926,0.13,-0.884,0.333,-0.375,-0.906,-0.298,-0.373,-0.994,0.287,-1.497,2.19,-0.282,0.675,1.848,-0.326,-1.868,0.824,1.149,-0.185,-0.38,-1.156,0.602,0.067,-1.437,1.921,-0.035,0.92,0.435,-0.609,-0.924,1.451,1
-0.792,1.594,-0.238,0.451,1.35,-0.352,-1.167,0.305,-0.207,0.89,0.599,-0.671,1.681,1.207,0.786,-0.773,-0.261,1.205,-0.657,0.046,0.737,0.95,0.448,0.738,2.165,2.632,0.413,-0.245,0.898,0.703,-1.352,-0.448,-0.542,0.812,2.401,1.552,-1.603,1.281,1.196,-0.199,1.112,1.073,0.699,1.125,0.044,1.409,0.61,1.006,-1.121,-1.434,1
1.541,0.249,-0.629,1.195,0.422,-0.518,-0.416,0.933,0.624,0.386,1.376,0.332,-0.545,-0.007,0.807,0.315,-0.349,-0.834,0.628,0.924,-2.493,-2.066,1.261,-0.294,0.401,0.519,0.565,-1.13,1.01,-0.251,-0.768,-1.217,0.362,-0.031,-0.328,-0.224,0.391,-0.202,0.622,-0.058,-0.363,-0.16,0.196,0.216,0.729,2.407,2.089,0.373,1.301,-0.343,0
-0.043,-1.624,1.22,1.131,1.94,-0.296,-0.689,-0.018,-1.572,0.38,-0.787,1.064,0.948,0.409,-0.906,1.752,0.944,1.661,-0.646,-0.662,-0.067,-0.341,-1.039,0.988,-1.129,0.07,0.698,-0.179,-0.548,2.743,0.019,0.117,-0.284,0.571,-0.885,-0.06,0.825,-0.462,0.402,0.367,1.153,-1.012,-0.449,0.044,-0.695,0.306,-0.903,-1.364,-0.493,-2.442,0
