,Gender,Age,Education,Nationality,Marital_Status,Governorate,Aware_151,Call_151,The_reason_of_the_call,Call_center_employee_communication_skills_evaluation,Satisfaction_with_the_doctors_response,How_often_do_you_receive_call_center_news,target
992,Male,25-29,Diploma,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.1,1
993,Male,30-39,Bachelor,Kuwaiti,Married,Jahra,Yes,No,Complaints,3.0,3.0,3.1,1
994,Male,30-39,High school,Kuwaiti,Widow,Jahra,Yes,No,Complaints,3.0,3.0,2.9,1
995,Male,30-39,High school,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,3.1,1
996,Male,18-24,High school,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,4.2,1
997,Male,30-39,Bachelor,Kuwaiti,Married,Jahra,Yes,No,Complaints,3.0,3.0,2.4,0
998,Male,25-29,Diploma,Other nationality,Single,Capital,No,No,Complaints,3.0,3.0,3.1,1
999,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.0,1
1000,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,3.1,1
1001,Male,25-29,Bachelor,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,3.0,0
1002,Male,18-24,Bachelor,Other nationality,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,2.6,1
1003,Male,18-24,Bachelor,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,3.0,0
1004,Male,18-24,High school,Other nationality,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,4.1,0
1005,Male,18-24,High school,Unspecified,Single,Jahra,No,No,Complaints,3.0,3.0,2.1,1
1006,Male,18-24,High school,Other nationality,Single,Jahra,No,No,Complaints,3.0,3.0,3.3,0
1007,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.5,1
1008,Male,25-29,Bachelor,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.6,0
1009,Male,18-24,High school,Kuwaiti,Single,Around,Yes,No,Complaints,3.0,3.0,2.5,1
1010,Male,18-24,Bachelor,Kuwaiti,Married,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.5,1
1011,Male,18-24,High school,Other nationality,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,2.6,0
1012,Male,30-39,Bachelor,Unspecified,Married,Jahra,No,No,Complaints,3.0,3.0,2.7,1
1013,Male,18-24,Bachelor,Other nationality,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,2.3,1
1014,Male,30-39,High school,Unspecified,Single,Jahra,No,No,Complaints,3.0,3.0,3.0,1
1015,Male,18-24,Diploma,Other nationality,Single,Jahra,No,No,Complaints,3.0,3.0,3.4,0
1016,Male,30-39,Less than high school,Unspecified,Married,Jahra,Yes,No,Complaints,3.0,3.0,3.6,1
1017,Male,18-24,High school,Unspecified,Single,Jahra,No,No,Complaints,3.0,3.0,2.2,1
1018,Male,30-39,High school,Unspecified,Married,Jahra,No,No,Complaints,3.0,3.0,3.2,1
1019,Male,30-39,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,1.5,1
